Dataset	Own	Last	Full
../data/Olympic/raw.pickle	0.016462642465175148	0.8874630645842128	0.8874630645842128
../data/SS-Twitter/raw.pickle	0.027468581687612237	0.9505834829443447	0.9505834829443447
../data/SS-Youtube/raw.pickle	0.0146520146520146	0.9538690476190477	0.9538690476190477
